Código,Descrição,Cadastro,Pis Compra,Cofins Compra,Pis Venda,Cofins Venda,Carga Trib Nacional,Carga Trib Estadual,ICMS: Tributação,ICMS: Al. ICMS Int,ICMS: Cálculo ICMS,ICMS: Descreição Cálculo ICMS,ICMS: Pauta Fiscal,CSOSN: Origem Merc,CSOSN: Trib/Isento,CSOSN: Subst. Trib,CST ICMS Não Trib/Isento: Pessoa Física,CST ICMS Não Trib/Isento: Pessoa Jurídica,IPI: CST IPI Entr,IPI: CST IPI Saída,IPI: Tipo Item,IPI: Gên. Item,IPI: Combustível,IPI: Código ANP,IPI: Cód. WFiscal,IPI: Clas. IPI(NCM),IPI: Cód. Selo,IPI: Classe Enq,IPI: Cód. Reduz,PIS/COFINS: CST PIS Entr,PIS/COFINS: CST PIS Saída,PIS/COFINS: CST Cofins Entr,PIS/COFINS: CST Cofins Saída
000099,BOBINA CUPOM F. 76 MM 30 MTS TERMICA PRIMUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48119010,,,,,99,,99
000100,CAIXA ARQ. OFICIO POLIONDA BR POLYCART,20/12/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,,03,53,00,39,,,000003250,39231090,,,,99,99,99,99
000101,PAPEL PARA DESENHO FILIPAPER,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","5,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005052,48025792,,,,99,99,99,99
000102,BOBINA CUPOM F. 79 MM 30 MTS TERMICA PRIMUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000002595,48119010,,,,,99,,99
000103,LIXEIRA ARAMADO ACRINIL,26/12/2016,"0,00 %","0,00 %","0,00 %","0,00 %","5,39 %","5,60 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,,03,53,00,73,,,000004014,73269090,,,,99,99,99,99
000104,CANETA P/ RETROPROJETOR 2.0 MM PR JOCAR,26/12/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,90 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,96,,,000003532,96082000,,,,99,99,99,99
000105,"TNT 1,40M CORES ACP",02/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,56,,,000004323,56031240,,,,99,99,99,99
000106,BOBINA CAL. 57 MM 30 MTS 1 VIA PRIMUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000003990,48025799,,,,,99,,99
000107,"REFIL P/ MARCADOR Q. BRANCO VL 5,5 ML PILOT",02/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000002738,32159000,,,,99,99,99,99
000108,"REFIL P/ MARCADOR Q. BRANCO LJ 5,5 ML PILOT",02/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,32,,,000002740,32159000,,,,99,99,99,99
000109,COLA C/GLITTER CORES C/6 UN KOALA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,,35069190,,,,99,99,99,99
000110,MASSA DE MODELAR 12 CORES FABER,04/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,,34070010,,,,99,99,99,99
000111,ESQUADRO 21CM WALEU,04/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,90,,,000003936,90172000,,,,99,99,99,99
000112,COLA BRANCA 90 GRS PIRATININGA,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,35,,,000002761,35069190,,,,99,99,99,99
000113,BOBINA CAL. 76 MM 22 MTS 2 VIAS PRIMUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48025799,,,,,99,,99
000114,CLIPS 2/0 C/100 UND. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004382,83059000,,,,99,99,99,99
000115,BOBINA CAL. 76 MM 30 MTS 1 VIA PRIMUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48025799,,,,,99,,99
000116,CLIPS 3/0 C/50 UND. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003735,83059000,,,,99,99,99,99
000117,BOBINA CAL. 89 MM 30 MTS 1 VIA PRIMUS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48025799,,,,,99,,99
000118,CLIPS 4/0 C/50 UND. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000002767,83059000,,,,99,99,99,99
000119,CLIPS 6/0 C/50 UND. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003736,83059000,,,,99,99,99,99
000120,BOBINA PAPEL KRAFT ROLO C/09 KG X 60 CM CPS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,500,500,03,53,00,48,,,,48042100,,,,,99,,99
000121,CLIPS 8/0 C/25 UND. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000004311,83059000,,,,99,99,99,99
000122,BOBINA PAPEL KRAFT ROLO C/13 KG X 60 CM CPS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,500,500,03,53,00,48,,,000003883,48042100,,,,,99,,99
000123,BOBINA PAPEL KRAFT ROLO C/30 KG X 60 CM CPS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,500,500,03,53,00,48,,,,48102290,,,,,99,,99
000124,BOBINA PAPEL KRAFT ROLO C/07 KG X 60 CM  CPS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,500,500,03,53,00,48,,,,48102290,,,,,99,,99
000125,"BOBINA PLASTICA 11,5X0,05X60MTS GAZELA MARES",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000005197,39219090,,,,,99,,99
000126,BOBINA PLASTICA P/ ENCAPAR TRANSP. 45CMX25M MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000005243,39199010,,,,,99,,99
000127,BOLETIM ESCOLAR DIMESC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","21,24 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,48,,,,48201000,,,,,99,,99
000128,BORRACHA BRANCA C/ CAPA FABER CASTEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000002704,40169200,,,,99,99,99,99
000129,BORRACHA BRANCA C/ CAPA MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000005242,40169200,,,,99,99,99,99
000130,CLIPS 1 C/500 GRS. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000002773,83059000,,,,99,99,99,99
000131,CLIPS 2/0 C/500 GRS. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003282,83059000,,,,99,99,99,99
000132,CLIPS 3/0 C/500 GRS. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003355,83059000,,,,99,99,99,99
000133,CLIPS 4/0 C/500 GRS. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003283,83059000,,,,99,99,99,99
000134,BORRACHA BRANCA N° 20 MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000004052,40169200,,,,99,99,99,99
000135,CLIPS 6/0 C/500 GRS. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003284,83059000,,,,99,99,99,99
000136,BORRACHA BRANCA N° 20 ZAP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000005767,40169200,,,,99,99,99,99
000137,CLIPS 8/0 C/500 GRS. WIRE,11/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","13,29 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,83,,,000003285,83059000,,,,99,99,99,99
000138,PAPEL SUPER BOND CORES 66X96 CM MILPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000002868,48025799,,,,99,99,99,99
000139,PAPEL APERGAMINHADO CORES 66X96 CM MILPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000004943,48025793,,,,99,99,99,99
000140,BORRACHA BRANCA N° 40 MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000004922,40169200,,,,99,99,99,99
000141,BORRACHA BRANCA N° 40 ZAP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000005766,40169200,,,,99,99,99,99
000142,BORRACHA BRANCA No 60 MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,,40169200,,,,99,99,99,99
000143,BORRACHA BRANCA N° 60 ZAP,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,,40169200,,,,99,99,99,99
000144,BORRACHA PRIMA MERCUR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,40,,,000004558,40169200,,,,99,99,99,99
000145,PAPEL COLOR PLUS CORES 180 G FEDRIGONE,13/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000005577,48025799,,,,99,99,99,99
000146,BARBANTE 4/8 ALGODAO ROLO C/50M MTS. JAF,16/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,52,,,000002800,52029900,,,,99,99,99,99
000147,BROCAL PCT. C/1 KG CORES VARIADAS GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","7,88 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,,39191000,,,,,99,,99
000148,BROCAL PCT. C/500 G CORES VARIADAS GR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,102,102,03,53,00,39,,,000003907,32042090,,,,,99,,99
000149,PAPEL A4 RECICLADO 75G 210X297 MM C/500 FLS REPORT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000003435,48025610,,,,99,99,99,99
000150,CADERNO BROCHURAO ALIBOMBOM C. FLEX. 60 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000151,ENVELOPE KRAFT 185X250 MM FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000005881,48171000,,,,99,99,99,99
000152,PINCEL ATOMICO COR AZ JOCAR,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,96,,,000002849,96082000,,,,99,99,99,99
000153,CADERNO BROCHURAO C/P C. FLEX. 60 FLS DATAPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000002872,48202000,,,,,99,,99
000154,CADERNO BROCHURAO C/P C. FLEX. 60 FLS FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000002985,48202000,,,,,99,,99
000155,CADERNO BROCHURAO C/P C. FLEX. 60 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005711,48202000,,,,,99,,99
000156,CADERNO BROCHURAO C/P C. FLEX. 80 FLS DATAPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000003891,48202000,,,,,99,,99
000157,CADERNO BROCHURAO C/P C. FLEX. 80 FLS FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000003007,48202000,,,,,99,,99
000158,CADERNO BROCHURAO C/P C. FLEX. 96 FLS DATAPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005899,48202000,,,,,99,,99
000159,CADERNO BROCHURAO C/P C. FLEX. 96 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000004821,48202000,,,,,99,,99
000160,"TESOURA 21 CM 8"" CABO PLASTICO ADECK",10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","19,34 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,82,,,000003018,82130000,,,,99,99,99,99
000161,CADERNO BROCHURAO S/P C. FLEX. 60 FLS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000162,CADERNO BROCHURAO S/P C. FLEX. 60 FLS,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000163,CADERNO BROCHURAO S/P C. FLEX. 80 FLS DATAPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000164,CADERNO BROCHURAO S/P C. FLEX. 80 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000165,CADERNO BROCHURAO S/P C. FLEX. 96 FLS DATAPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000166,CADERNO BROCHURINHA 1/4 C/P C. FLEX. 48 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005185,48202000,,,,,99,,99
000167,PAPEL A4 SALMAO 75G 210X297 MM C/100 FLS MILPEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","9,54 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48025610,,,,99,99,99,99
000168,CADERNO BROCHURINHA 1/4 C/P C. FLEX. 96 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005086,48202000,,,,,99,,99
000169,CADERNO BROCHURINHA 1/4 S/P C. FLEX. 60 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000170,CAIXA ARQ. OFICIO POLIONDA VD ALAPLAST,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,000003013,39231090,,,,99,99,99,99
000171,CADERNO CARTOGRAFIA S/SEDA 48 FLS FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000172,CADERNO CARTOGRAFIA S/SEDA 96 FLS FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000173,ESPONJA DE LIMPEZA SCOTTH 3M,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","0,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,68,,,000004699,68053090,,,,99,99,99,99
000174,DETERGENTE LIQUIDO C/ 05 LITROS YPE,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","5,87 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,000005859,34022000,,,,99,99,99,99
000175,CADERNO COST. 1/4 C/P C. DURA 96 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005030,48202000,,,,,99,,99
000176,CADERNO COST. GR. C/P C. DURA 48 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000177,CADERNO COST. GR. C/P C. DURA 96 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000002888,48202000,,,,,99,,99
000178,PANO DE CHAO ALVEJADO JAF TEXTIL,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,,03,53,00,63,,,000004700,63079090,,,,99,99,99,99
000179,ESCOVA DE LAVAR ROUPA,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Tributado,1,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,,96039000,,,,99,99,99,99
000180,DESENGRAXANTE PARA MAOS,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,,34029039,,,,99,99,99,99
000181,DESENGRAXANTE C/ 05 LITROS,19/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","8,96 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,34,,,000005702,34029039,,,,99,99,99,99
000182,CADERNO ESPIRAL 1/4 C/P C. FLEX. 48 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,,48202000,,,,,99,,99
000183,CADERNO ESPIRAL C/P C. DURA 200 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005141,48202000,,,,,99,,99
000184,PASTA SUSPENSA KRAFT C/ PLAST TIMPEL,20/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","12,11 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000002808,48209000,,,,99,99,99,99
000185,CADERNO ESPIRAL C/P C. DURA 96 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000004685,48202000,,,,,99,,99
000186,BLOCO P/ ANOTACOES,20/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","12,96 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000003102,48025792,,,,99,99,99,99
000187,AGENDA TELEFONICA KIT,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","11,88 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,000003949,48201000,,,,99,99,99,99
000188,CADERNO ESPIRAL C/P C. FLEX. 96 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000002650,48202000,,,,,99,,99
000189,CADERNO BROCHURAO S/P C. FLEX. 80 FLS FORONI,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,48,,,,48202000,,,,99,99,99,99
000190,CADERNO ESPIRAL C/P C. FLEX. 200 FLS MAXIMA,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","8,20 %","18,00 %",Sub.Trib.,1,000004,Cálculo Substituição Tributária,,0,102,500,500,500,03,53,00,48,,,000005028,48202000,,,,,99,,99
000191,BATERIA CR 2032 ELGIN,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,85,,,000003865,85065010,,,,99,99,99,99
000192,LAPIS PRETO SEXTAVADO N°2 LABRA,28/11/2016,"0,00 %","0,00 %","0,00 %","0,00 %","13,45 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,96,,,000003497,96091000,,,,99,99,99,99
000193,CAVALETE FLIP CHART MADEIRA INDUSQUADROS,31/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","5,60 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,44,,,000004902,44219900,,,,99,99,99,99
000194,PAPEL JORNAL MILPEL,31/01/2017,"0,00 %","0,00 %","0,00 %","0,00 %","9,63 %","18,00 %",Tributado,,000003,Cálculo Tributados,,0,102,500,,,03,53,00,48,,,,48101990,,,,99,99,99,99
000195,COLA P/ ISOPOR NEW MAGIC,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","4,20 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,35,,,000005008,35069190,,,,99,99,99,99
000196,FITA ADESIVA DUREX 12MMX10M BR FIT PEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,,39191010,,,,99,99,99,99
000197,FITA ADESIVA DUREX 12MMX10M VM FIT PEL,10/06/2016,"0,00 %","0,00 %","0,00 %","0,00 %","17,24 %","18,00 %",Sub.Trib.,,000004,Cálculo Substituição Tributária,,0,102,500,,,03,53,00,39,,,000003610,39191010,,,,99,99,99,99
